,date,Farenheit,clouds_all,weather_description
1214,2016-28-01,31.35875,40,scattered clouds
1215,2016-29-01,34.31076923,75,broken clouds
1216,2016-30-01,31.585,75,broken clouds
1217,2016-31-01,39.795,51,broken clouds
1218,2016-02-01,44.86416667,75,mist
1219,2016-02-02,41.68038462,90,light rain
1220,2016-02-03,46.52682927,75,light rain
1221,2016-02-04,52.33604651,90,light rain
1222,2016-02-05,36.16651163,90,overcast clouds
1223,2016-02-06,31.74125,5,sky is clear
1224,2016-02-07,34.91916667,1,sky is clear
1225,2016-02-08,34.8372973,90,overcast clouds
1226,2016-02-09,28.93057143,90,light snow
1227,2016-02-10,32.71,90,light snow
1228,2016-02-11,25.91925926,40,scattered clouds
1229,2016-02-12,19.2075,30,scattered clouds
1230,2016-13-02,19.11916667,90,overcast clouds
1231,2016-14-02,6.967083333,20,few clouds
1232,2016-15-02,17.91666667,20,few clouds
1233,2016-16-02,41.68962264,90,overcast clouds
1234,2016-17-02,38.25666667,90,overcast clouds
1235,2016-18-02,31.93416667,90,overcast clouds
1236,2016-19-02,27.43916667,10,sky is Clear
1237,2016-20-02,45.2825,90,overcast clouds
1238,2016-21-02,48.7892,1,sky is clear
1239,2016-22-02,43.34730769,82,broken clouds
1240,2016-23-02,36.62866667,75,broken clouds
1241,2016-24-02,39.83207547,90,light rain
1242,2016-25-02,53.72666667,90,light rain
1243,2016-26-02,34.97083333,90,overcast clouds
1244,2016-27-02,30.84166667,30,scattered clouds
1245,2016-28-02,43.92166667,30,scattered clouds
1246,2016-29-02,48.8048,10,sky is Clear
1247,2016-03-01,44.3375,30,scattered clouds
1248,2016-03-02,45.74518519,75,broken clouds
1249,2016-03-03,29.44777778,20,few clouds
1250,2016-03-04,31.181875,90,overcast clouds
1251,2016-03-05,32.37166667,75,broken clouds
1252,2016-03-06,34.02416667,75,broken clouds
1253,2016-03-07,41.03708333,40,scattered clouds
1254,2016-03-08,52.34166667,40,scattered clouds
1255,2016-03-09,51.86733333,75,broken clouds
1256,2016-03-10,66.48958333,75,broken clouds
1257,2016-03-11,60.434,82,broken clouds
1258,2016-03-12,47.59125,75,broken clouds
1259,2016-13-03,53.29,75,broken clouds
1260,2016-14-03,45.88609756,90,overcast clouds
1261,2016-15-03,46.54416667,90,light rain
1262,2016-16-03,50.70277778,75,broken clouds
1263,2016-17-03,50.95769231,90,overcast clouds
1264,2016-18-03,48.74541667,75,broken clouds
1265,2016-19-03,40.85916667,57,broken clouds
1266,2016-20-03,36.74708333,75,broken clouds
1267,2016-21-03,36.63583333,90,overcast clouds
1268,2016-22-03,41.71291667,20,few clouds
1269,2016-23-03,54.40458333,75,broken clouds
1270,2016-24-03,48.9156,75,broken clouds
1271,2016-25-03,53.18511628,90,overcast clouds
1272,2016-26-03,45.43916667,75,broken clouds
1273,2016-27-03,45.08916667,57,broken clouds
1274,2016-28-03,45.66153846,90,overcast clouds
1275,2016-29-03,48.16333333,57,light rain
1276,2016-30-03,43.32333333,1,sky is clear
1277,2016-31-03,54.465,75,broken clouds
1278,2016-04-01,64.88257143,90,overcast clouds
1279,2016-04-02,54.22714286,90,light rain
1280,2016-04-03,40.85727273,40,scattered clouds
1281,2016-04-04,37.51588235,57,broken clouds
1282,2016-04-05,31.78192308,90,light snow
1283,2016-04-06,36.86346154,1,sky is clear
1284,2016-04-07,50.84533333,75,light rain
1285,2016-04-08,46.54625,40,scattered clouds
1286,2016-04-09,36.88709677,40,scattered clouds
1287,2016-04-10,38.7996,90,overcast clouds
1288,2016-04-11,47.83645161,40,mist
1289,2016-04-12,52.71375,75,light rain
1290,2016-13-04,45.61708333,30,scattered clouds
1291,2016-14-04,47.28291667,30,scattered clouds
1292,2016-15-04,49.14875,1,sky is clear
1293,2016-16-04,51.31625,1,sky is clear
1294,2016-17-04,53.0936,75,broken clouds
1295,2016-18-04,60.96333333,40,scattered clouds
1296,2016-19-04,63.37375,75,broken clouds
1297,2016-20-04,57.75208333,75,broken clouds
1298,2016-21-04,55.20083333,20,light rain
1299,2016-22-04,68.38708333,32,scattered clouds
1300,2016-23-04,63.46157895,90,overcast clouds
1301,2016-24-04,55.16375,40,scattered clouds
1302,2016-25-04,56.38041667,40,scattered clouds
1303,2016-26-04,54.93916667,75,broken clouds
1304,2016-27-04,50.236,82,broken clouds
1305,2016-28-04,51.00038462,30,scattered clouds
1306,2016-29-04,50.02851852,90,light rain
1307,2016-30-04,51.25541667,90,light rain
1308,2016-05-01,48.31804348,75,broken clouds
1309,2016-05-02,48.75471698,90,light rain
1310,2016-05-03,53.06465517,40,haze
1311,2016-05-04,50.30646154,90,light rain
1312,2016-05-05,49.50272727,90,light rain
1313,2016-05-06,50.73209302,90,overcast clouds
1314,2016-05-07,50.3048,90,light rain
1315,2016-05-08,52.57585366,90,overcast clouds
1316,2016-05-09,58.46958333,40,scattered clouds
1317,2016-05-10,55.77536585,75,broken clouds
1318,2016-05-11,58.80076923,90,haze
1319,2016-05-12,62.1396875,75,broken clouds
1320,2016-13-05,60.38538462,75,broken clouds
1321,2016-14-05,60.9327907,90,light rain
1322,2016-15-05,53.59958333,90,light rain
1323,2016-16-05,50.21416667,40,light rain
1324,2016-17-05,57.89,40,scattered clouds
1325,2016-18-05,55.99857143,90,light rain
1326,2016-19-05,59.6152,90,light rain
1327,2016-20-05,61.13708333,40,scattered clouds
1328,2016-21-05,59.25083333,75,broken clouds
1329,2016-22-05,57.88366667,90,moderate rain
1330,2016-23-05,61.42709677,75,light rain
1331,2016-24-05,62.07861111,75,light rain
1332,2016-25-05,68.80846154,75,broken clouds
1333,2016-26-05,76.0975,40,scattered clouds
1334,2016-27-05,75.5276,75,broken clouds
1335,2016-28-05,78.24730769,75,moderate rain
1336,2016-29-05,75.61233333,40,smoke
1337,2016-30-05,71.41351351,75,broken clouds
1338,2016-31-05,74.22192308,90,overcast clouds
1339,2016-06-01,72.27964286,40,scattered clouds
1340,2016-06-02,67.79583333,75,broken clouds
1341,2016-06-03,65.17156863,90,mist
1342,2016-06-04,71.05058824,40,haze
1343,2016-06-05,68.37568627,75,moderate rain
1344,2016-06-06,70.35277778,90,heavy intensity rain
1345,2016-06-07,74.88166667,75,broken clouds
1346,2016-06-08,62.45416667,20,few clouds
1347,2016-06-09,61.55833333,0,Sky is Clear
1348,2016-06-10,64.54125,0,Sky is Clear
1349,2016-06-11,68.54708333,44,scattered clouds
1350,2016-06-12,78.03,0,moderate rain
1351,2016-13-06,65.02833333,0,Sky is Clear
1352,2016-14-06,67.50708333,48,scattered clouds
1353,2016-15-06,71.28958333,0,Sky is Clear
1354,2016-16-06,69.92416667,32,scattered clouds
1355,2016-17-06,68.68166667,0,Sky is Clear
1356,2016-18-06,69.115,64,light rain
1357,2016-19-06,73.08291667,36,scattered clouds
1358,2016-20-06,71.57583333,0,Sky is Clear
1359,2016-21-06,77.64416667,0,Sky is Clear
1360,2016-22-06,75.06833333,56,broken clouds
1361,2016-23-06,72.36625,32,scattered clouds
1362,2016-24-06,73.01458333,32,scattered clouds
1363,2016-25-06,71.49192308,40,scattered clouds
1364,2016-26-06,73.13,1,sky is clear
1365,2016-27-06,73.17625,1,sky is clear
1366,2016-28-06,71.4862,1,heavy intensity rain
1367,2016-29-06,71.50108696,90,mist
1368,2016-30-06,73.91666667,90,overcast clouds
1369,2016-07-01,73.31266667,90,overcast clouds
1370,2016-07-02,70.30702703,90,moderate rain
1371,2016-07-03,70.9375,1,sky is clear
1372,2016-07-04,72.03384615,1,sky is clear
1373,2016-07-05,73.08809524,75,light rain
1374,2016-07-06,79.56935484,40,scattered clouds
1375,2016-07-07,81.184,1,sky is clear
1376,2016-07-08,76.73958333,90,heavy intensity rain
1377,2016-07-09,68.53591837,90,light rain
1378,2016-07-10,70.00386364,90,mist
1379,2016-07-11,71.9225,1,sky is clear
1380,2016-07-12,72.82291667,20,few clouds
1381,2016-13-07,75.84576923,40,scattered clouds
1382,2016-14-07,75.51777778,90,light rain
1383,2016-15-07,77.40125,0,Sky is Clear
1384,2016-16-07,74.34458333,8,sky is clear
1385,2016-17-07,73.37291667,8,sky is clear
1386,2016-18-07,75.85666667,44,scattered clouds
1387,2016-19-07,79.23,92,light rain
1388,2016-20-07,80.15125,92,light rain
1389,2016-21-07,76.865,44,scattered clouds
1390,2016-22-07,80.96846154,40,scattered clouds
1391,2016-23-07,86.25125,40,scattered clouds
1392,2016-24-07,81.73384615,40,scattered clouds
1393,2016-25-07,80.192,40,proximity thunderstorm
1394,2016-26-07,76.86055556,90,heavy intensity rain
1395,2016-27-07,80.55666667,75,broken clouds
1396,2016-28-07,80.55148148,75,broken clouds
1397,2016-29-07,75.90404255,75,moderate rain
1398,2016-30-07,76.27135135,20,light rain
1399,2016-31-07,74.93804348,75,light rain
1400,2016-08-01,72.67083333,90,heavy intensity rain
1401,2016-08-02,72.369,90,overcast clouds
1402,2016-08-03,70.82,40,scattered clouds
1403,2016-08-04,72.31,0,Sky is Clear
1404,2016-08-05,74.11875,0,Sky is Clear
1405,2016-08-06,78.52916667,20,few clouds
1406,2016-08-07,78.43791667,0,Sky is Clear
1407,2016-08-08,76.9375,0,Sky is Clear
1408,2016-08-09,77.28291667,8,sky is clear
1409,2016-08-10,79.05583333,0,Sky is Clear
1410,2016-08-11,83.75875,44,scattered clouds
1411,2016-08-12,82.45666667,48,heavy intensity rain
1412,2016-13-08,85.48208333,64,light rain
1413,2016-14-08,86.945,0,Sky is Clear
1414,2016-15-08,82.02875,36,moderate rain
1415,2016-16-08,81.8925,0,Sky is Clear
1416,2016-17-08,80.59666667,20,moderate rain
1417,2016-18-08,77.84875,0,Sky is Clear
1418,2016-19-08,78.93458333,0,Sky is Clear
1419,2016-20-08,78.29692308,12,moderate rain
1420,2016-21-08,77.856875,40,scattered clouds
1421,2016-22-08,73.48193548,90,moderate rain
1422,2016-23-08,69.14208333,20,few clouds
1423,2016-24-08,73.72740741,20,few clouds
1424,2016-25-08,74.804,40,scattered clouds
1425,2016-26-08,79.77111111,90,light rain
1426,2016-27-08,76.3165625,40,scattered clouds
1427,2016-28-08,76.10083333,75,broken clouds
1428,2016-29-08,78.87833333,40,scattered clouds
1429,2016-30-08,74.30366667,40,proximity thunderstorm
1430,2016-31-08,76.4862963,75,broken clouds
1431,2016-09-01,73.01613636,75,light rain
1432,2016-09-02,71.08592593,75,moderate rain
1433,2016-09-03,69.43666667,75,broken clouds
1434,2016-09-04,68.6008,75,broken clouds
1435,2016-09-05,70.41625,40,scattered clouds
1436,2016-09-06,76.02538462,75,broken clouds
1437,2016-09-07,74.42205882,90,light rain
1438,2016-09-08,75.84785714,40,scattered clouds
1439,2016-09-09,83.034,75,broken clouds
1440,2016-09-10,79.14282051,90,overcast clouds
1441,2016-09-11,79.31666667,75,haze
1442,2016-09-12,68.17,75,broken clouds
1443,2016-13-09,68.74666667,1,sky is clear
1444,2016-14-09,74.76925926,20,few clouds
1445,2016-15-09,68.234,75,mist
1446,2016-16-09,63.78583333,75,broken clouds
1447,2016-17-09,64.47416667,40,scattered clouds
1448,2016-18-09,72.96416667,75,broken clouds
1449,2016-19-09,72.8988,75,broken clouds
1450,2016-20-09,72.15125,92,light rain
1451,2016-21-09,69.88291667,36,scattered clouds
1452,2016-22-09,70.70583333,68,broken clouds
1453,2016-23-09,68.95333333,12,few clouds
1454,2016-24-09,65.69875,0,Sky is Clear
1455,2016-25-09,59.95625,0,Sky is Clear
1456,2016-26-09,59.19041667,0,Sky is Clear
1457,2016-27-09,68.28041667,12,few clouds
1458,2016-28-09,62.41583333,20,few clouds
1459,2016-29-09,60.53291667,76,light rain
1460,2016-30-09,59.074,68,broken clouds
1461,2016-10-01,58.15541667,92,light rain
1462,2016-10-02,58.97416667,92,light rain
1463,2016-10-03,63.98625,92,overcast clouds
1464,2016-10-04,63.58208333,36,light rain
1465,2016-10-05,60.42,76,broken clouds
1466,2016-10-06,58.37666667,0,Sky is Clear
1467,2016-10-07,60.18833333,0,Sky is Clear
1468,2016-10-08,62.34708333,20,few clouds
1469,2016-10-09,60.12916667,92,light rain
1470,2016-10-10,54.98541667,48,scattered clouds
1471,2016-10-11,53.26375,0,Sky is Clear
1472,2016-10-12,55.6875,0,Sky is Clear
1473,2016-13-10,58.79375,0,Sky is Clear
1474,2016-14-10,55.5625,0,Sky is Clear
1475,2016-15-10,52.45041667,0,Sky is Clear
1476,2016-16-10,58.6075,0,Sky is Clear
1477,2016-17-10,66.59791667,36,scattered clouds
1478,2016-18-10,68.73833333,12,few clouds
1479,2016-19-10,72.77916667,0,Sky is Clear
1480,2016-20-10,70.03458333,64,broken clouds
1481,2016-21-10,67.31208333,92,light rain
1482,2016-22-10,56.44916667,92,light rain
1483,2016-23-10,51.165,80,light rain
1484,2016-24-10,54.23541667,0,Sky is Clear
1485,2016-25-10,49.29208333,0,Sky is Clear
1486,2016-26-10,44.18583333,0,Sky is Clear
1487,2016-27-10,44.39875,12,few clouds
1488,2016-28-10,51.34333333,92,moderate rain
1489,2016-29-10,48.68708333,0,Sky is Clear
1490,2016-30-10,62.40041667,8,sky is clear
1491,2016-31-10,47.96166667,92,moderate rain
1492,2016-11-01,47.055,0,Sky is Clear
1493,2016-11-02,58.48392857,1,sky is clear
1494,2016-11-03,59.86976744,1,moderate rain
1495,2016-11-04,56.19916667,75,broken clouds
1496,2016-11-05,48.53208333,1,sky is clear
1497,2016-11-06,52.10333333,1,sky is clear
1498,2016-11-07,43.96583333,1,sky is clear
1499,2016-11-08,48.0104,1,sky is clear
1500,2016-11-09,51.7874359,1,sky is clear
1501,2016-11-10,48.66785714,90,moderate rain
1502,2016-11-11,52.2325,1,sky is clear
1503,2016-11-12,42.29,1,light rain
1504,2016-13-11,44.27875,1,sky is clear
1505,2016-14-11,46.935,1,sky is clear
1506,2016-15-11,48.80959184,1,sky is clear
1507,2016-16-11,49.2956,75,light rain
1508,2016-17-11,51.8676,40,scattered clouds
1509,2016-18-11,49.46192308,1,sky is clear
1510,2016-19-11,49.6625,20,few clouds
1511,2016-20-11,39.66153846,90,overcast clouds
1512,2016-21-11,37.1972973,90,overcast clouds
1513,2016-22-11,38.08333333,90,overcast clouds
1514,2016-23-11,37.51625,75,broken clouds
1515,2016-24-11,41.01964286,1,mist
1516,2016-25-11,46.46714286,90,moderate rain
1517,2016-26-11,45.6006383,90,drizzle
1518,2016-27-11,40.97916667,1,sky is clear
1519,2016-28-11,39.96592593,75,mist
1520,2016-29-11,52.04605263,75,light rain
1521,2016-30-11,54.02910714,90,heavy intensity rain
1522,2016-12-01,51.99046512,90,moderate rain
1523,2016-12-02,43.43458333,90,overcast clouds
1524,2016-12-03,44.16416667,90,overcast clouds
1525,2016-12-04,41.65833333,90,overcast clouds
1526,2016-12-05,38.61769231,5,light snow
1527,2016-12-06,37.8932,40,mist
1528,2016-12-07,39.7912,90,moderate rain
1529,2016-12-08,37.8892,75,broken clouds
1530,2016-12-09,34.45125,20,few clouds
1531,2016-12-10,29.53166667,40,scattered clouds
1532,2016-12-11,28.25897436,1,sky is clear
1533,2016-12-12,35.30058824,90,light snow
1534,2016-13-12,36.40416667,1,mist
1535,2016-14-12,36.86041667,92,overcast clouds
1536,2016-15-12,26.53481481,75,broken clouds
1537,2016-16-12,19.40375,5,sky is clear
1538,2016-17-12,26.92958333,5,sky is clear
1539,2016-18-12,41.91618182,90,mist
1540,2016-19-12,28.41791667,40,scattered clouds
1541,2016-20-12,22.34625,75,broken clouds
1542,2016-21-12,29.70625,5,sky is clear
1543,2016-22-12,36.83791667,40,scattered clouds
1544,2016-23-12,39.51208333,90,overcast clouds
1545,2016-24-12,39.09611111,75,light snow
1546,2016-25-12,42.30916667,90,mist
1547,2016-26-12,35.87470588,5,light rain
1548,2016-27-12,47.99785714,90,light intensity drizzle
1549,2016-28-12,39.22625,20,few clouds
1550,2016-29-12,36.6697619,40,scattered clouds
1551,2016-30-12,36.03269231,40,scattered clouds
1552,2016-31-12,34.145,40,scattered clouds
1553,2017-01-01,43.3496,75,broken clouds
1554,2017-01-02,36.11531915,5,sky is clear
1555,2017-01-03,39.66076923,90,light rain
1556,2017-01-04,43.05725,90,mist
1557,2017-01-05,31.3775,1,sky is clear
1558,2017-01-06,28.61583333,75,broken clouds
1559,2017-01-07,21.69,75,light snow
1560,2017-01-08,19.57266667,90,light snow
1561,2017-01-09,16.54458333,1,sky is clear
1562,2017-01-10,21.0888,75,broken clouds
1563,2017-01-11,42.894,90,overcast clouds
1564,2017-01-12,49.39756098,1,moderate rain
1565,2017-13-01,51.9144,1,sky is clear
1566,2017-14-01,30.03,1,sky is clear
1567,2017-15-01,30.41933333,90,light snow
1568,2017-16-01,31.43366667,5,sky is clear
1569,2017-17-01,37.92695652,75,mist
1570,2017-18-01,38.16351852,90,heavy intensity rain
1571,2017-19-01,39.2778125,90,overcast clouds
1572,2017-20-01,39.87222222,75,light rain
1573,2017-21-01,42.33901961,90,light rain
1574,2017-22-01,45.37631579,90,mist
1575,2017-23-01,41.84446809,90,mist
1576,2017-24-01,37.68717391,90,moderate rain
1577,2017-25-01,40.5975,92,light rain
1578,2017-26-01,43.86685714,40,light rain
1579,2017-27-01,41.425,75,broken clouds
1580,2017-28-01,36.025,75,light snow
1581,2017-29-01,35.85666667,90,overcast clouds
1582,2017-30-01,32.51416667,75,broken clouds
1583,2017-31-01,28.10447368,40,scattered clouds
1584,2017-02-01,34.66148148,90,mist
1585,2017-02-02,36.42833333,90,overcast clouds
1586,2017-02-03,29.50625,75,broken clouds
1587,2017-02-04,26.68666667,90,overcast clouds
1588,2017-02-05,31.8675,40,scattered clouds
1589,2017-02-06,40.42083333,20,few clouds
1590,2017-02-07,36.64770833,20,haze
1591,2017-02-08,41.218,90,mist
1592,2017-02-09,31.52313725,90,overcast clouds
1593,2017-02-10,22.70115385,75,haze
1594,2017-02-11,33.5588,90,overcast clouds
1595,2017-02-12,33.53392157,75,broken clouds
1596,2017-13-02,34.89,90,mist
1597,2017-14-02,28.11791667,0,sky is Clear
1598,2017-15-02,32.25875,0,Sky is Clear
1599,2017-16-02,31.30833333,12,light rain
1600,2017-17-02,28.74625,0,Sky is Clear
1601,2017-18-02,33.60041667,0,Sky is Clear
1602,2017-19-02,45.23333333,8,sky is clear
1603,2017-20-02,40.24958333,0,Sky is Clear
1604,2017-21-02,36.015,0,Sky is Clear
1605,2017-22-02,45.45208333,90,overcast clouds
1606,2017-23-02,46.54769231,75,broken clouds
1607,2017-24-02,56.69785714,75,broken clouds
1608,2017-25-02,58.99194444,1,sky is clear
1609,2017-26-02,43.65333333,90,proximity thunderstorm
1610,2017-27-02,38.65541667,75,broken clouds
1611,2017-28-02,49.24107143,40,scattered clouds
1612,2017-03-01,55.87355932,90,mist
1613,2017-03-02,52.9508,40,scattered clouds
1614,2017-03-03,34.01541667,1,sky is clear
1615,2017-03-04,25.25346154,40,scattered clouds
1616,2017-03-05,22.09791667,1,sky is clear
1617,2017-03-06,29.83666667,20,few clouds
1618,2017-03-07,44.3874,90,overcast clouds
1619,2017-03-08,51.34378378,90,haze
1620,2017-03-09,55.34541667,20,few clouds
1621,2017-03-10,37.16767442,75,broken clouds
1622,2017-03-11,23.9492,90,light snow
1623,2017-03-12,23.68791667,40,scattered clouds
1624,2017-13-03,24.87,1,sky is clear
1625,2017-14-03,28.50367647,40,scattered clouds
1626,2017-15-03,23.1428,90,mist
1627,2017-16-03,28.4952,90,light snow
1628,2017-17-03,35.10916667,40,scattered clouds
1629,2017-18-03,34.66108108,1,sky is clear
1630,2017-19-03,37.59137931,90,mist
1631,2017-20-03,39.31416667,1,sky is clear
1632,2017-21-03,46.78833333,90,overcast clouds
1633,2017-22-03,39.05208333,1,sky is clear
1634,2017-23-03,28.89625,1,sky is clear
1635,2017-24-03,38.654,1,sky is clear
1636,2017-25-03,49.6059375,1,sky is clear
1637,2017-26-03,41.11945946,90,light rain
1638,2017-27-03,40.88029851,90,mist
1639,2017-28-03,44.92478873,40,mist
1640,2017-29-03,46.74942857,90,moderate rain
1641,2017-30-03,41.675,1,sky is clear
1642,2017-31-03,40.13,90,light rain
1643,2017-04-01,39.30354167,90,heavy intensity rain
1644,2017-04-02,48.41125,75,broken clouds
1645,2017-04-03,51.98458333,40,scattered clouds
1646,2017-04-04,50.16789474,90,overcast clouds
1647,2017-04-05,49.15136364,90,mist
1648,2017-04-06,43.73603774,5,sky is clear
1649,2017-04-07,46.78724138,75,fog
1650,2017-04-08,44.56541667,40,scattered clouds
1651,2017-04-09,50.88708333,5,sky is clear
1652,2017-04-10,59.29541667,75,broken clouds
1653,2017-04-11,67.3408,75,proximity thunderstorm
1654,2017-04-12,64.81214286,75,broken clouds
1655,2017-13-04,57.0575,1,sky is clear
1656,2017-14-04,53.67541667,75,broken clouds
1657,2017-15-04,53.95518519,20,few clouds
1658,2017-16-04,66.67037037,90,overcast clouds
1659,2017-17-04,68.19923077,75,broken clouds
1660,2017-18-04,57.29166667,40,scattered clouds
1661,2017-19-04,49.0556,20,few clouds
1662,2017-20-04,53.32589744,90,light rain
1663,2017-21-04,51.84595745,90,overcast clouds
1664,2017-22-04,52.64952381,90,mist
1665,2017-23-04,52.74583333,90,overcast clouds
1666,2017-24-04,51.45730769,75,broken clouds
1667,2017-25-04,52.8112766,90,light rain
1668,2017-26-04,55.15653846,90,heavy intensity rain
1669,2017-27-04,60.80280702,90,mist
1670,2017-28-04,62.355,90,fog
1671,2017-29-04,70.74392857,75,broken clouds
1672,2017-30-04,62.94666667,75,broken clouds
1673,2017-05-01,54.54804878,90,overcast clouds
1674,2017-05-02,69.085,40,scattered clouds
1675,2017-05-03,61.475,40,scattered clouds
1676,2017-05-04,52.72083333,1,sky is clear
1677,2017-05-05,53.48386364,90,overcast clouds
1678,2017-05-06,60.25659574,90,mist
1679,2017-05-07,53.17333333,75,thunderstorm with heavy rain
1680,2017-05-08,48.8848,75,light rain
1681,2017-05-09,50.20642857,90,overcast clouds
1682,2017-05-10,55.02785714,1,sky is clear
1683,2017-05-11,52.78548387,1,thunderstorm with rain
1684,2017-05-12,52.77708333,1,sky is clear
1685,2017-13-05,50.51777778,1,sky is clear
1686,2017-14-05,51.17315789,90,moderate rain
1687,2017-15-05,58.72291667,90,overcast clouds
1688,2017-16-05,64.87125,1,sky is clear
1689,2017-17-05,72.1725,40,scattered clouds
1690,2017-18-05,81.09458333,1,sky is clear
1691,2017-19-05,82.8504,1,sky is clear
1692,2017-20-05,65.06583333,75,broken clouds
1693,2017-21-05,56.96259259,40,scattered clouds
1694,2017-22-05,56.91428571,75,broken clouds
1695,2017-23-05,60.628,90,mist
1696,2017-24-05,60.68212121,90,overcast clouds
1697,2017-25-05,57.65351852,75,broken clouds
1698,2017-26-05,59.90808511,90,light intensity drizzle
1699,2017-27-05,65.595,40,scattered clouds
1700,2017-28-05,64.84,1,light rain
1701,2017-29-05,58.10229167,90,overcast clouds
1702,2017-30-05,56.75594595,90,overcast clouds
1703,2017-31-05,60.05377358,90,light intensity drizzle
1704,2017-06-01,65.69918919,1,sky is clear
1705,2017-06-02,66.33375,1,sky is clear
1706,2017-06-03,61.98307692,1,sky is clear
1707,2017-06-04,61.82423077,1,sky is clear
1708,2017-06-05,63.2414,90,light rain
1709,2017-06-06,58.00603448,90,mist
1710,2017-06-07,57.19814815,90,light intensity drizzle
1711,2017-06-08,60.1412,1,sky is clear
1712,2017-06-09,64.05083333,75,broken clouds
1713,2017-06-10,72.59583333,40,light rain
1714,2017-06-11,78.74958333,1,sky is clear
1715,2017-06-12,81.39333333,1,sky is clear
1716,2017-13-06,83.15166667,0,Sky is Clear
1717,2017-14-06,76.89290323,75,thunderstorm
1718,2017-15-06,69.61259259,1,proximity thunderstorm
1719,2017-16-06,65.68692308,1,sky is clear
1720,2017-17-06,68.74113636,90,mist
1721,2017-18-06,73.735625,90,haze
1722,2017-19-06,78.6562069,1,light rain
1723,2017-20-06,73.2145,90,moderate rain
1724,2017-21-06,74.5,1,sky is clear
1725,2017-22-06,73.86458333,1,sky is clear
1726,2017-23-06,78.46733333,1,sky is clear
1727,2017-24-06,76.7674359,40,light rain
1728,2017-25-06,74.5875,1,sky is clear
1729,2017-26-06,70.7325,40,scattered clouds
1730,2017-27-06,68.14192308,5,sky is clear
1731,2017-28-06,67.38416667,1,sky is clear
1732,2017-29-06,72.4972,1,sky is clear
1733,2017-30-06,77.85884615,75,broken clouds
1734,2017-07-01,77.22441176,75,broken clouds
1735,2017-07-02,76.66538462,75,moderate rain
1736,2017-07-03,78.15576923,1,sky is clear
1737,2017-07-04,75.1668,40,scattered clouds
1738,2017-07-05,74.64038462,75,broken clouds
1739,2017-07-06,72.0775,20,thunderstorm
1740,2017-07-07,71.07644444,75,light rain
1741,2017-07-08,74.79413793,40,heavy intensity rain
1742,2017-07-09,73.36708333,75,light rain
1743,2017-07-10,71.94137931,20,few clouds
1744,2017-07-11,77.00060606,75,broken clouds
1745,2017-07-12,78.50882353,75,broken clouds
1746,2017-13-07,81.14125,75,mist
1747,2017-14-07,69.19084746,90,mist
1748,2017-15-07,70.72163636,90,mist
1749,2017-16-07,74.46708333,75,broken clouds
1750,2017-17-07,76.46125,40,scattered clouds
1751,2017-18-07,77.84807692,1,proximity thunderstorm
1752,2017-19-07,81.89291667,40,scattered clouds
1753,2017-20-07,83.3156,20,few clouds
1754,2017-21-07,80.67428571,40,scattered clouds
1755,2017-22-07,82.355,1,sky is clear
1756,2017-23-07,74.94928571,20,light rain
1757,2017-24-07,69.67153846,75,broken clouds
1758,2017-25-07,65.56294118,40,moderate rain
1759,2017-26-07,69.3124,90,overcast clouds
1760,2017-27-07,70.0556,1,sky is clear
1761,2017-28-07,74.51806452,90,overcast clouds
1762,2017-29-07,72.0548,1,sky is clear
1763,2017-30-07,70.39,75,broken clouds
1764,2017-31-07,73.59833333,1,sky is clear
1765,2017-08-01,77.82666667,75,broken clouds
1766,2017-08-02,74.82447368,1,sky is clear
1767,2017-08-03,72.64911765,1,moderate rain
1768,2017-08-04,75.56,1,light rain
1769,2017-08-05,73.74258065,40,scattered clouds
1770,2017-08-06,68.77958333,1,sky is clear
1771,2017-08-07,66.65790698,1,sky is clear
1772,2017-08-08,68.582,90,mist
1773,2017-08-09,71.7168,1,sky is clear
1774,2017-08-10,72.92692308,1,sky is clear
1775,2017-08-11,73.08416667,1,sky is clear
1776,2017-08-12,69.97352941,90,overcast clouds
1777,2017-13-08,74.8,40,mist
1778,2017-14-08,73.1504,1,sky is clear
1779,2017-15-08,71.95097561,90,overcast clouds
1780,2017-16-08,74.1071875,40,haze
1781,2017-17-08,74.22208333,1,sky is clear
1782,2017-18-08,76.13408163,1,sky is clear
1783,2017-19-08,76.99032258,75,moderate rain
1784,2017-20-08,75.95041667,1,sky is clear
1785,2017-21-08,75.57375,1,sky is clear
1786,2017-22-08,78.6462963,1,sky is clear
1787,2017-23-08,75.87138889,40,scattered clouds
1788,2017-24-08,70.64291667,20,few clouds
1789,2017-25-08,68.57916667,20,few clouds
1790,2017-26-08,67.48375,75,broken clouds
1791,2017-27-08,66.34875,1,sky is clear
1792,2017-28-08,66.89833333,1,sky is clear
1793,2017-29-08,64.34323529,1,sky is clear
1794,2017-30-08,65.7583871,90,moderate rain
1795,2017-31-08,70.33958333,1,sky is clear
1796,2017-09-01,63.57916667,1,sky is clear
1797,2017-09-02,59.68208333,1,sky is clear
1798,2017-09-03,61.08603774,90,heavy intensity rain
1799,2017-09-04,68.305,90,overcast clouds
1800,2017-09-05,73.83583333,20,few clouds
1801,2017-09-06,67.23297872,75,thunderstorm with heavy rain
1802,2017-09-07,63.35702703,90,moderate rain
1803,2017-09-08,63.9475,1,sky is clear
1804,2017-09-09,61.28416667,40,scattered clouds
1805,2017-09-10,62.08333333,1,sky is clear
